Flight ID,Aircraft Type,Departure Airport,Arrival Airport,Distance (km),Duration (hours),Cruising Altitude (ft),Wind Speed (km/h),Temperature (°C),SAF Percentage,Jet A-1 Percentage,Fuel Consumption (liters),Passenger Load,Cargo Load (kg),CO2 Emissions (kg)
F1262,Boeing 737,VLC,INN,11031,13.37,38636,53,39,0.03427306304366019,0.9657269369563398,20774,161,9328,58285.74
F1263,Boeing 737,VIE,BCN,385,0.5,34905,11,3,0.0,1.0,32852,300,3506,83693.91
F1264,Airbus A350,FRA,MXP,2073,3.02,32278,61,-14,0.023509924588172783,0.9764900754118272,15624,119,10768,41287.73
F1265,Airbus A320,FAO,GVA,3874,4.46,32223,78,8,0.0,1.0,20610,264,10194,52184.53
F1266,Airbus A320,FCO,GVA,3879,5.0,38421,93,5,0.044907613778756676,0.9550923862212434,16404,113,9561,46506.83
F1267,Airbus A320,BER,ORY,4865,7.49,31609,117,17,0.037619047729794866,0.9623809522702051,17183,109,1292,52667.7
F1268,Airbus A320,ANR,BRU,8093,10.18,35744,90,32,0.06729419271448088,0.9327058072855191,13184,320,5630,35247.69
F1269,Airbus A350,DUS,BCN,8381,12.51,37275,42,19,0.08693817736900994,0.9130618226309901,21222,304,5672,56878.34
F1270,Boeing 737,ZRH,LGW,6282,7.09,34469,8,30,0.07378822063232433,0.9262117793676756,29972,177,7962,78575.83
F1271,Airbus A320,NAP,HEL,11430,13.93,36204,13,31,0.021932542916358422,0.9780674570836416,28811,305,8989,87489.17
F1272,Boeing 737,SZG,LIS,6436,9.63,31912,73,-14,0.008225771883638834,0.9917742281163612,17251,316,3268,43855.79
F1273,Boeing 787,FRA,BER,10108,13.41,30690,119,37,0.03022210269079875,0.9697778973092013,34990,90,4825,90926.42
F1274,Boeing 737,EDI,BRU,9372,12.37,39223,0,-13,0.016325734951996684,0.9836742650480033,11622,92,5164,31149.36
F1275,Boeing 737,MUC,ZRH,8923,11.77,33569,79,32,0.03647657721660711,0.9635234227833929,15575,350,10826,41721.87
F1276,Boeing 737,VIE,DUS,6817,8.27,34228,81,21,0.0,1.0,28683,208,6636,91022.19
F1277,Airbus A320,CDG,BSL,3893,5.56,35575,96,29,0.03201295877893023,0.9679870412210698,25093,223,4877,76509.44
F1278,Boeing 777,MAN,ZRH,2482,3.49,35243,106,-12,0.021676852521397075,0.9783231474786029,32154,288,10997,99167.68
F1279,Airbus A350,TLS,GVA,3379,4.93,34355,65,-15,0.004290241651431071,0.9957097583485689,18795,262,11971,51682.26
F1280,Boeing 777,HAM,INN,10894,16.84,36365,79,20,0.07151293509668301,0.928487064903317,26791,332,8336,81701.21
F1281,Boeing 787,FCO,NAP,9219,11.88,35398,74,21,0.026635913141121917,0.9733640868588781,32714,52,5479,96112.63
F1282,Boeing 777,VIE,RTM,486,0.77,32427,57,-5,0.07607786574696188,0.9239221342530382,8477,238,7201,21555.25
F1283,Airbus A320,LGW,VLC,424,0.5,33358,39,20,0.019993473023236966,0.980006526976763,29556,184,933,90600.18
F1284,Boeing 787,CPH,OPO,4472,6.27,34374,52,26,0.041746037217809354,0.9582539627821907,34833,58,2289,106401.09
F1285,Airbus A350,LGW,BER,8144,10.22,30581,45,14,0.0,1.0,14726,144,9583,45991.16
F1286,Airbus A320,ZRH,ANR,5306,6.3,32929,37,38,0.04319786861876973,0.9568021313812303,11191,56,2845,34524.36
F1287,Boeing 787,MAN,MAD,333,0.51,39390,105,14,0.0,1.0,27148,240,5744,84374.88
F1288,Boeing 737,MAN,BSL,8723,12.05,30331,120,36,0.03282706965632306,0.9671729303436769,14894,57,7951,38160.64
F1289,Boeing 737,BRU,BRU,2873,3.68,40274,86,27,0.011244686138269566,0.9887553138617304,15900,243,5434,40800.01
F1290,Airbus A320,BCN,MAD,10307,13.62,38531,110,9,0.037081979646163436,0.9629180203538366,17444,101,2615,52466.73
F1291,Airbus A350,BCN,OSL,7578,12.11,31711,53,38,0.08690252834305152,0.9130974716569484,9478,182,7782,29251.64
F1292,Boeing 737,ZRH,RTM,7033,11.1,36115,22,-4,0.06983553411701965,0.9301644658829804,21044,76,8839,55208.81
F1293,Airbus A320,INN,EIN,2537,4.09,39388,6,8,0.08278067664049991,0.9172193233595001,24888,184,4663,66393.58
F1294,Boeing 787,INN,ANR,9550,14.43,33347,35,40,0.0,1.0,23068,76,4632,60029.23
F1295,Boeing 787,LIS,NAP,3801,5.8,36015,116,2,0.027569730500572577,0.9724302694994275,20204,225,4419,60420.3
F1296,Boeing 777,INN,VIE,1445,2.05,37943,35,24,0.05672041134788021,0.9432795886521198,6547,329,5259,19986.57
F1297,Airbus A350,AMS,GVA,5377,6.76,40316,0,-11,0.0,1.0,52645,144,5862,164322.33
F1298,Boeing 777,BSL,PMI,9651,10.76,40913,111,22,0.02484841295897009,0.9751515870410299,5548,78,3547,15848.39
F1299,Boeing 777,BCN,BSL,1523,2.33,32614,100,-3,0.0,1.0,18810,257,10741,54768.03
F1300,Boeing 787,OSL,ANR,590,0.84,31692,55,-14,0.06633200445355003,0.93366799554645,7676,329,10127,18919.02
F1301,Boeing 737,FRA,LYS,11958,13.35,38327,45,-9,0.028649858808002915,0.9713501411919971,33155,165,6162,82667.37
F1302,Boeing 737,EDI,BCN,1541,2.03,33583,74,-11,0.08804734767344027,0.9119526523265598,15282,53,2894,41292.32
F1303,Airbus A320,HEL,NCE,4696,5.62,30503,30,32,0.08847841372566415,0.9115215862743359,31660,314,3946,81140.55
F1304,Airbus A350,CPH,MAD,6507,7.24,33249,104,27,0.08319141159690369,0.9168085884030963,33574,88,820,101717.34
F1305,Boeing 787,FAO,FRA,10132,13.8,40253,117,-5,0.013753760257734183,0.9862462397422658,19560,193,7707,59631.96
F1306,Boeing 777,VLC,MAD,10616,17.29,38870,37,11,0.02462825267413591,0.9753717473258641,21275,329,698,62761.49
F1307,Boeing 737,VLC,VCE,10347,14.2,34638,108,-1,0.047987449553877085,0.9520125504461229,33500,125,9737,86794.46
F1308,Boeing 737,LGW,RTM,8296,9.54,32191,107,-10,0.014041830900533304,0.9859581690994667,53324,282,3560,167174.47
F1309,Airbus A320,FCO,VIE,5373,6.82,33756,89,21,0.02371552361834686,0.9762844763816532,11566,63,7968,32709.06
F1310,Boeing 787,LIS,HAM,9237,12.03,38742,87,40,0.0,1.0,32707,66,5589,82633.99
F1311,Boeing 777,MAN,BER,2911,3.7,30377,11,-5,0.0972985341582884,0.9027014658417116,6415,253,2340,18945.76
F1312,Boeing 787,ANR,HEL,7161,10.88,39557,70,34,0.0,1.0,31054,271,2376,95539.03
F1313,Boeing 777,BLQ,LIS,9119,12.61,38914,12,-5,0.08809845566776979,0.9119015443322303,23476,133,11837,63115.43
F1314,Airbus A350,MUC,MUC,2235,2.64,33923,13,34,0.012316045116064489,0.9876839548839356,27781,142,5864,73396.12
F1315,Boeing 787,MAN,NAP,9337,13.73,34650,94,32,0.03915697468140742,0.9608430253185926,5767,194,1842,17688.47
F1316,Boeing 787,BLQ,DUS,7508,10.29,39617,96,37,0.0004990324223704601,0.9995009675776295,31471,84,5769,86541.63
F1317,Airbus A350,FAO,RTM,1045,1.24,35329,5,14,0.0,1.0,17892,339,8218,45276.36
F1318,Airbus A350,INN,BLQ,4692,6.22,37642,107,0,0.046193058715461754,0.9538069412845382,33884,272,9079,104119.79
F1319,Airbus A350,VCE,EDI,11785,14.24,33153,49,16,0.06976190031790376,0.9302380996820963,27389,220,2180,81554.95
F1320,Airbus A350,ZRH,RTM,8739,11.85,40042,13,20,0.021149117647777327,0.9788508823522226,6193,84,10801,19125.97
F1321,Boeing 787,FRA,BER,4950,7.83,40764,32,-2,0.06477952920743939,0.9352204707925607,9785,191,9426,27439.22
F1322,Airbus A350,VLC,BER,4079,4.65,33781,65,10,0.07467876870162496,0.9253212312983751,21938,166,4662,56000.76
F1323,Airbus A350,VIE,DUS,7652,9.26,31115,95,7,0.05141223756083529,0.9485877624391648,23873,263,5808,61735.39
F1324,Airbus A320,GVA,OSL,6643,9.1,40131,109,13,0.05662623247944805,0.9433737675205519,23307,71,9228,58367.89
F1325,Boeing 787,FRA,CPH,11071,15.39,39499,75,37,0.06535122101534634,0.9346487789846537,11449,270,8775,30583.8
F1326,Airbus A350,MAD,BSL,11330,12.73,38860,52,-5,0.05387111468638796,0.9461288853136121,6137,276,5635,15804.62
F1327,Airbus A350,FAO,INN,4687,7.25,36040,66,31,0.09782989613359923,0.9021701038664007,9643,330,7947,24502.39
F1328,Boeing 737,AMS,EIN,3570,5.74,36924,49,10,0.0,1.0,20740,274,3423,61236.51
F1329,Boeing 737,AGP,EDI,9155,11.7,30506,7,23,0.003761261515733172,0.9962387384842668,20540,99,583,60035.44
F1330,Boeing 737,MAN,LYS,11282,12.86,34396,4,10,0.06777444312368092,0.9322255568763191,29460,315,8284,78043.37
F1331,Boeing 737,STN,ORY,2234,3.66,36372,33,-8,0.08855643594256674,0.9114435640574332,29064,115,8000,76924.81
F1332,Airbus A350,AMS,BER,3367,4.12,31104,120,-4,0.0,1.0,10351,83,11710,32083.53
F1333,Boeing 777,BCN,MXP,5470,7.77,33137,41,25,0.0,1.0,25755,262,4560,80915.32
F1334,Airbus A350,LHR,INN,4621,5.58,30705,60,-10,0.006229111908374219,0.9937708880916258,33776,173,8528,87375.59
F1335,Boeing 787,BRU,TLS,10333,12.01,38336,66,17,0.04478774301831187,0.9552122569816881,9930,249,10621,28427.24
F1336,Airbus A320,STN,CDG,7992,12.19,35486,47,24,0.0,1.0,18356,117,9940,51550.88
F1337,Boeing 777,RTM,BRU,11949,15.6,36371,86,-8,0.08913167091751961,0.9108683290824804,18621,322,8842,46672.33
F1338,Airbus A350,ANR,CDG,3914,6.17,37488,116,21,0.0,1.0,28116,264,2033,74669.6
F1339,Boeing 787,SZG,STN,8418,9.68,40974,24,34,0.05067732630219848,0.9493226736978015,32259,324,2708,93627.05
F1340,Boeing 777,CPH,HAM,10841,14.35,30807,37,1,0.0,1.0,13979,63,2160,40414.49
F1341,Airbus A350,SZG,VLC,3140,3.7,31370,76,8,0.07581341652993467,0.9241865834700653,21396,232,9620,53710.8
F1342,Boeing 737,BRU,VIE,11115,12.79,35948,20,-8,0.09571737452045825,0.9042826254795417,30739,156,10803,82670.98
F1343,Airbus A350,BLQ,BRU,4365,6.31,37676,12,12,0.0,1.0,27094,289,2836,79514.06
F1344,Boeing 737,TLS,BLQ,4019,6.14,36925,32,-6,0.05383019982986984,0.9461698001701302,34326,260,4155,103118.47
F1345,Airbus A350,LIS,BCN,6242,10.19,33314,94,32,0.0033966911966269997,0.996603308803373,9699,172,10879,29307.64
F1346,Boeing 777,FAO,HAM,4510,6.59,33063,69,19,0.09267615646650104,0.9073238435334989,32983,128,7556,96676.44
F1347,Airbus A350,EDI,LYS,5863,8.25,34317,60,-15,0.08143834881661635,0.9185616511833836,34861,272,7344,91808.58
F1348,Boeing 787,HEL,MUC,767,1.11,37462,66,24,0.0,1.0,6390,331,1602,18619.75
F1349,Airbus A350,ORY,BLQ,3217,5.02,37770,18,6,0.07978624590216686,0.9202137540978331,6762,146,11695,17117.75
F1350,Boeing 787,BLQ,HEL,7555,8.53,37368,8,4,0.0978341166971518,0.9021658833028482,6065,187,6089,18219.57
F1351,Airbus A350,VCE,AMS,3815,5.15,35382,104,3,0.07764230114371745,0.9223576988562825,19537,217,9713,56009.23
F1352,Boeing 787,DUS,FRA,5852,7.99,37065,46,-7,0.08712590281896362,0.9128740971810364,9769,131,5285,27917.21
F1353,Boeing 777,OPO,ARN,2320,2.82,32697,29,8,0.006726381133567006,0.993273618866433,24772,191,8741,74529.21
F1354,Airbus A350,INN,BSL,8567,11.65,37584,92,16,0.03935047844640458,0.9606495215535954,7697,97,8528,22924.48
F1355,Airbus A350,FRA,VCE,1161,1.62,40198,89,24,0.04130324259485782,0.9586967574051422,5758,274,1776,14482.56
F1356,Boeing 777,EDI,TLS,3190,3.88,39852,8,17,0.0,1.0,9953,97,9283,25382.66
F1357,Boeing 777,FRA,ARN,9181,13.69,40865,80,15,0.08134140597788468,0.9186585940221154,8275,280,11688,20506.23
F1358,Boeing 777,BSL,ARN,4343,5.21,34180,41,10,0.011846692124732262,0.9881533078752678,10800,317,11233,29833.67
F1359,Boeing 777,GVA,BRU,8651,13.64,30761,115,3,0.058344855954566247,0.9416551440454337,26166,280,1593,69702.68
F1360,Airbus A350,ZRH,BRU,7589,9.58,37510,66,31,0.05358033727767219,0.9464196627223278,40907,94,3004,106820.6
F1361,Boeing 777,RTM,BER,2275,2.67,38234,112,-1,0.09853782320037593,0.901462176799624,23981,179,8053,66959.24
F1362,Boeing 777,VCE,VIE,1919,2.53,37154,50,28,0.0,1.0,9292,255,1180,24227.68
F1363,Airbus A320,LYS,EDI,1572,2.18,38198,66,37,0.050643926427732223,0.9493560735722678,10690,157,8849,31936.43
F1364,Boeing 777,TLS,BSL,1772,1.99,39332,91,-7,0.08256025697581802,0.917439743024182,16525,301,6597,40463.32
F1365,Airbus A350,AGP,VLC,2519,3.44,32580,0,27,0.00013422312904343148,0.9998657768709566,23328,336,7591,68433.73
F1366,Boeing 777,PMI,BSL,10399,11.82,34159,31,10,0.03768237417226317,0.9623176258277368,17316,168,8874,46618.29
F1367,Boeing 777,AGP,BCN,3016,3.84,37869,19,28,0.09328731581184962,0.9067126841881503,13354,79,5078,35907.63
F1368,Airbus A320,LYS,HEL,7540,9.69,37080,23,-3,0.027493387524222625,0.9725066124757774,12469,215,5822,31905.57
F1369,Airbus A350,BER,FAO,1405,2.1,38569,76,-4,0.07529631934094226,0.9247036806590577,17047,88,6785,45592.8
F1370,Boeing 777,DUS,LGW,4034,5.77,39736,63,17,0.0,1.0,8260,75,2790,22647.63
F1371,Boeing 787,EIN,NAP,3595,4.47,36808,82,0,0.06620972975751409,0.933790270242486,30975,177,5877,88723.78
F1372,Boeing 737,TLS,ORY,991,1.45,32960,111,-6,0.01657850759929168,0.9834214924007083,26598,213,10725,76463.46
F1373,Airbus A350,STN,ZRH,6812,8.53,35630,55,5,0.0,1.0,31010,316,1916,86637.08
F1374,Airbus A350,HAM,ZRH,9592,15.31,32998,97,22,0.07453853800503464,0.9254614619949654,23623,145,11369,69615.83
F1375,Airbus A320,OPO,VLC,8008,11.27,36700,3,19,0.039860819670080594,0.9601391803299194,9662,151,6899,26391.07
F1376,Boeing 777,OSL,ZRH,5608,8.24,32334,70,32,0.0,1.0,34587,319,1289,97508.11
F1377,Airbus A350,AMS,NAP,968,1.45,31029,32,39,0.0,1.0,9885,210,10268,27056.81
F1378,Airbus A350,BRU,ANR,1997,2.33,40390,115,-3,0.02942015090780724,0.9705798490921927,14170,276,10941,44478.78
F1379,Boeing 777,DUS,LIS,2701,3.18,37951,74,21,0.07734162229652822,0.9226583777034718,28276,87,3740,81169.33
F1380,Airbus A350,BER,INN,6921,8.62,35770,18,7,0.07655566865551648,0.9234443313444836,9817,220,5199,24773.27
F1381,Airbus A320,BLQ,DUS,8309,9.63,39122,19,-9,0.0,1.0,12872,299,2191,37545.32
F1382,Airbus A320,MAD,LGW,7783,11.72,39112,107,32,0.0,1.0,20814,242,3009,60980.37
F1383,Airbus A320,MXP,OPO,7496,9.26,31686,116,33,0.029490389313434208,0.9705096106865658,32082,176,11690,87290.65
F1384,Boeing 777,VIE,EDI,10317,13.23,38245,101,-15,0.0864438410534723,0.9135561589465278,30081,173,1389,90160.49
F1385,Boeing 777,ARN,LGW,6785,8.79,31525,30,14,0.013286894923122228,0.9867131050768778,25423,153,6093,76479.21
F1386,Airbus A320,ANR,LGW,3614,4.77,39908,88,10,0.09978070056255423,0.9002192994374458,9638,200,8343,28947.47
F1387,Boeing 787,OPO,NAP,11380,16.18,34397,73,2,0.004064092721300916,0.9959359072786991,22769,164,4378,64832.05
F1388,Airbus A350,EDI,RTM,1045,1.2,39660,82,31,0.040134619718421444,0.9598653802815785,16546,193,5910,42274.44
F1389,Boeing 737,VLC,RTM,3408,5.42,33154,81,38,0.0,1.0,27030,339,4293,77188.36
F1390,Airbus A320,VCE,EDI,4190,6.44,34312,78,25,0.025607656296741322,0.9743923437032587,15991,292,10047,46343.44
F1391,Airbus A320,MUC,LIS,5206,7.95,31245,119,24,0.08924949845309339,0.9107505015469066,23978,63,11558,60462.04
F1392,Boeing 777,ZRH,RTM,8664,11.78,34426,109,-1,0.05182711151212224,0.9481728884878777,20777,303,4624,53395.66
F1393,Boeing 777,AGP,CDG,933,1.33,32245,71,-11,0.017484040631025665,0.9825159593689743,24342,173,2086,65269.27
F1394,Boeing 777,RTM,MAD,4197,5.0,30100,63,6,0.08916329231679135,0.9108367076832087,32600,257,8590,95374.75
F1395,Airbus A320,INN,NAP,642,0.96,30850,85,19,0.08990995784741214,0.9100900421525878,14158,77,9227,40812.14
F1396,Airbus A320,CPH,ANR,9195,10.8,30080,27,7,0.04718394376818516,0.9528160562318149,33728,259,4942,85852.57
F1397,Airbus A350,AGP,GVA,7213,9.26,37171,82,-14,0.04442165193604233,0.9555783480639577,30940,317,2984,93714.85
F1398,Boeing 787,MAN,MAD,3106,4.52,40551,88,-2,0.05859672043036185,0.9414032795696381,31534,51,9033,92566.35
F1399,Airbus A350,BLQ,LYS,7264,8.59,35978,62,39,0.06090966128819783,0.9390903387118021,31492,55,4375,90567.63
F1400,Boeing 737,AMS,EDI,5462,7.55,37130,26,18,0.058551233023858645,0.9414487669761413,24390,88,6216,62393.17
F1401,Boeing 787,VLC,LHR,7943,10.21,34826,81,-5,0.0687737951303458,0.9312262048696542,31177,348,5333,90068.83
F1402,Airbus A320,MUC,MUC,11383,12.97,38424,62,-13,0.01790606059217964,0.9820939394078203,13117,321,7676,34057.82
F1403,Airbus A320,FAO,BLQ,10285,15.98,38255,12,10,0.03463420027063492,0.9653657997293651,23227,71,6871,61359.31
F1404,Boeing 737,HEL,HAM,8948,13.34,37868,44,38,0.08253181863556765,0.9174681813644323,7708,144,11611,22554.62
F1405,Airbus A350,NAP,BSL,9844,13.02,39279,82,-4,0.005041086019740782,0.9949589139802593,24185,308,3222,73018.81
F1406,Airbus A320,LYS,ORY,1040,1.22,34109,112,29,0.002917753728805173,0.9970822462711948,21372,348,5983,56806.5
F1407,Airbus A350,RTM,DUS,2897,3.34,36453,98,11,0.08617180037435895,0.913828199625641,27527,139,6272,74880.71
F1408,Airbus A320,OPO,CPH,366,0.41,38741,80,-15,0.052795559274860286,0.9472044407251398,19308,124,2546,50657.59
F1409,Boeing 737,PMI,BSL,4650,6.76,30919,46,17,0.038222231291731995,0.961777768708268,11933,70,2102,30309.95
F1410,Boeing 777,ZRH,PMI,1196,1.96,39005,106,0,0.0,1.0,14791,125,4291,41628.74
F1411,Boeing 787,VLC,SZG,7552,9.27,40035,71,-13,0.05615907633080495,0.943840923669195,21155,125,1858,61706.9
F1412,Airbus A350,AGP,STN,7715,12.24,34521,7,29,0.0957179313322668,0.9042820686677332,26212,96,8740,67687.62
F1413,Airbus A320,LYS,EDI,8314,10.06,32089,62,8,0.08324949798561324,0.9167505020143868,16747,59,1833,41825.02
F1414,Boeing 777,VCE,LHR,11131,16.03,35439,32,38,0.06350978257575439,0.9364902174242457,5997,300,2223,14801.48
F1415,Airbus A320,DUS,MXP,11401,14.59,33415,69,29,0.03617129348024025,0.9638287065197597,28518,279,3560,88376.06
F1416,Boeing 777,LYS,AGP,11997,18.73,34482,78,40,0.09122417538948885,0.9087758246105111,16537,156,11147,44044.45
F1417,Boeing 777,MUC,ARN,3399,4.15,38019,79,-2,0.08312773317159831,0.9168722668284017,13118,331,10134,32384.45
F1418,Airbus A350,NCE,VLC,11219,15.68,33553,31,-5,0.03294528649389067,0.9670547135061094,10535,304,7319,29050.36
F1419,Boeing 777,ANR,INN,1548,2.2,40113,120,8,0.018786573323457668,0.9812134266765423,9563,316,5002,28295.36
F1420,Boeing 777,AMS,FAO,1044,1.21,39479,29,-6,0.05084420287002819,0.9491557971299718,17363,288,10100,52983.02
F1421,Airbus A350,BCN,LYS,11535,15.87,32385,69,-13,0.040516564411143124,0.9594834355888568,15270,336,6796,44696.05
F1422,Airbus A350,BSL,NCE,4516,5.44,30366,102,-13,0.06507527382063237,0.9349247261793676,5883,148,10981,16064.7
F1423,Boeing 777,EIN,ZRH,9877,13.3,34734,22,-8,0.03092266012588011,0.9690773398741199,19130,277,6427,58035.72
F1424,Boeing 777,LHR,STN,967,1.57,39232,114,11,0.0,1.0,6471,328,2288,18755.8
F1425,Airbus A320,TLS,CDG,8431,10.91,36891,45,12,0.07332293795385314,0.9266770620461469,5457,142,8320,14811.72
F1426,Airbus A320,BRU,LHR,3476,4.41,37561,26,9,0.018286306312070632,0.9817136936879294,26669,261,3850,75213.26
F1427,Boeing 777,FCO,BCN,11037,12.54,36943,102,27,0.07671563744181463,0.9232843625581854,25641,182,5845,64763.07
F1428,Boeing 737,BSL,EIN,9066,11.68,33830,55,40,0.0,1.0,13322,304,879,38508.78
F1429,Boeing 787,VLC,NCE,6715,8.0,34310,84,-11,0.056828280742331864,0.9431717192576682,23804,163,7647,61777.44
F1430,Boeing 787,RTM,DUS,4599,5.79,39551,67,-12,0.0,1.0,25935,72,2563,65230.97
F1431,Boeing 737,BER,PMI,9413,11.45,40701,4,22,0.012094244281077094,0.9879057557189229,34626,70,8433,103115.28
F1432,Boeing 777,HEL,MUC,2674,3.05,37096,83,37,0.0,1.0,23556,174,7701,72263.14
F1433,Boeing 787,MAD,VCE,10518,17.15,35209,69,13,0.08780155726862371,0.9121984427313763,6519,203,10322,19199.13
F1434,Boeing 787,ANR,FAO,5642,6.91,34032,37,9,0.0,1.0,6697,315,1695,18612.31
F1435,Boeing 737,MAN,FCO,11033,14.25,37636,52,33,0.04577974151841244,0.9542202584815875,17412,317,2852,44451.5
F1436,Boeing 737,ARN,HAM,3879,4.67,37969,29,-12,0.04216954361811392,0.9578304563818861,34322,173,11827,104212.31
F1437,Boeing 787,TLS,BCN,9462,13.94,30723,100,-10,0.05284285931961096,0.947157140680389,23792,241,3620,58479.21
F1438,Boeing 737,ARN,NCE,8597,13.41,35288,23,27,0.0019512599787843143,0.9980487400212157,34229,155,8203,100010.75
F1439,Airbus A350,NCE,FRA,4858,7.4,37384,97,-8,0.0,1.0,25814,224,8485,82100.75
F1440,Airbus A350,BLQ,HAM,10064,14.01,32220,3,3,0.08338765686179972,0.9166123431382003,22037,281,11073,64673.01
F1441,Boeing 737,LYS,MUC,1222,1.39,38208,107,24,0.047351850377555696,0.9526481496224443,15484,264,8830,47011.11
F1442,Boeing 737,AGP,STN,9624,15.65,30852,42,35,0.08936484027483288,0.9106351597251672,8998,85,2416,22653.83
F1443,Airbus A350,FAO,MAN,4009,4.93,37910,24,1,0.0,1.0,8996,82,7436,26690.31
F1444,Boeing 737,BRU,DUS,3161,4.6,40269,65,1,0.00012517611787128403,0.9998748238821287,22991,253,3340,64135.4
F1445,Boeing 737,RTM,MAN,664,0.76,32504,86,1,0.09597195914427226,0.9040280408557277,22062,124,3694,57249.89
F1446,Boeing 737,RTM,BER,2659,3.38,37498,78,12,0.007272860152996075,0.9927271398470039,21869,226,6478,55628.1
F1447,Boeing 787,LGW,AGP,4107,6.41,32399,93,38,0.03318696646839514,0.9668130335316049,20123,337,9416,50813.15
F1448,Boeing 787,HEL,PMI,2461,4.01,31031,78,-11,0.06324416515586229,0.9367558348441377,29493,105,8240,84108.3
F1449,Boeing 777,MAN,LYS,1504,2.2,38599,116,-11,0.09807437094315702,0.9019256290568429,12579,312,9534,31064.87
F1450,Airbus A320,FAO,DUS,1599,2.21,33765,51,40,0.05496568382424141,0.9450343161757586,6180,167,3149,15704.28
F1451,Boeing 777,MAN,STN,4804,7.28,38048,71,28,0.039130253130215675,0.9608697468697843,23122,141,924,65299.92
F1452,Boeing 787,FAO,MAD,3366,4.72,31481,84,39,0.09382019486061535,0.9061798051393847,25851,182,8766,79285.67
F1453,Boeing 787,FRA,VCE,11420,13.26,32248,98,1,0.08311829119079478,0.9168817088092052,19961,350,894,57076.61
F1454,Boeing 777,BSL,OPO,11208,14.76,33993,18,-1,0.05146022760770698,0.948539772392293,13084,336,4635,36203.85
F1455,Airbus A350,LHR,DUS,11503,16.58,34801,28,-12,0.0,1.0,5767,328,6718,16237.16
F1456,Airbus A320,FRA,HEL,4286,6.91,38398,2,2,0.066176248986837,0.9338237510131631,9779,150,10384,26989.03
F1457,Boeing 777,SZG,CDG,11660,15.6,30634,82,34,0.018184005824716142,0.9818159941752839,27996,197,10387,84100.26
F1458,Boeing 787,AMS,HEL,7003,8.02,36884,114,25,0.046235483923559,0.953764516076441,6243,93,2461,18058.78
F1459,Airbus A350,MUC,MAN,2106,3.44,37704,20,2,0.025824851366109014,0.974175148633891,5583,346,5698,17582.73
F1460,Boeing 737,BLQ,FRA,8772,10.57,38943,52,16,0.08935259805454891,0.9106474019454511,15154,283,3130,43385.19
F1461,Boeing 787,MAN,ARN,8327,9.32,36977,38,-2,0.06524707940568884,0.9347529205943111,8798,87,3394,26806.33
F1462,Boeing 777,NCE,HEL,4123,4.86,38407,70,20,0.0,1.0,10277,144,7285,27816.66
F1463,Boeing 787,HAM,SZG,1001,1.59,33998,72,14,0.04562449214778716,0.9543755078522128,7485,320,11920,21069.14
F1464,Airbus A350,BLQ,AMS,10744,13.59,36579,34,18,0.011124186161525818,0.9888758138384742,14195,254,3765,43274.33
F1465,Boeing 737,CPH,VIE,7578,11.32,36118,43,-2,0.0,1.0,27322,173,1534,78346.5
F1466,Airbus A320,DUS,PMI,8330,9.73,34225,47,29,0.0976359520213633,0.9023640479786367,30465,229,7276,78925.37
F1467,Airbus A320,CDG,AMS,6040,6.87,32577,93,3,0.0,1.0,15910,338,5347,41080.28
F1468,Airbus A320,MUC,RTM,5246,7.12,37078,7,31,0.0,1.0,18972,337,4114,53390.23
F1469,Boeing 737,TLS,FCO,1467,2.23,31782,109,11,0.015974228618154097,0.9840257713818459,10562,248,8874,28575.91
F1470,Airbus A320,BER,HEL,4887,6.93,34069,29,18,0.08957391063235046,0.9104260893676496,12376,235,8765,37070.99
F1471,Airbus A350,LGW,BRU,9337,11.48,36387,40,-1,0.041137180044124616,0.9588628199558754,22800,189,4878,61293.7
F1472,Boeing 737,MAD,LGW,1206,1.59,38827,33,5,0.03782625081461413,0.9621737491853859,29409,323,8816,76121.07
F1473,Boeing 737,MXP,STN,8605,9.73,37067,106,6,0.025123358581644696,0.9748766414183553,14476,285,5393,38388.07
F1474,Boeing 737,ZRH,RTM,1792,2.22,30993,17,30,0.06700660280895403,0.932993397191046,14361,338,8790,41568.06
F1475,Airbus A320,CPH,ORY,2328,3.21,39743,101,12,0.0,1.0,28856,50,6672,91430.94
F1476,Airbus A320,ZRH,EIN,7726,9.56,36167,2,20,0.04970870888991555,0.9502912911100845,24806,50,7920,65670.36
F1477,Boeing 787,LHR,MXP,2538,3.48,34136,21,23,0.002062136790966451,0.9979378632090335,31763,229,7930,101093.79
F1478,Airbus A320,NAP,BLQ,982,1.38,38752,14,10,0.08346847675135616,0.9165315232486438,34657,76,3544,87283.02
F1479,Boeing 777,FRA,BSL,7713,9.07,34189,36,-14,0.036340497111806584,0.9636595028881935,33027,315,7846,92483.41
F1480,Airbus A350,EIN,INN,837,0.98,36020,37,22,0.042592048912648395,0.9574079510873517,25315,157,9414,70153.18
F1481,Boeing 787,INN,SZG,4775,6.42,34922,30,10,0.060522359966334,0.939477640033666,27773,103,6605,70396.85
F1482,Boeing 787,BLQ,LGW,4482,5.97,40538,76,29,0.0960873327686102,0.9039126672313897,34264,55,7175,98344.27
F1483,Airbus A320,SZG,FCO,6412,8.32,39317,3,9,0.038128645288034835,0.9618713547119652,25839,70,7044,71922.75
